Academic license - for non-commercial use only
Optimize a model with 191 rows, 185 columns and 753 nonzeros
Coefficient statistics:
  Matrix range     [1e+00, 3e+03]
  Objective range  [6e+02, 3e+03]
  Bounds range     [0e+00, 0e+00]
  RHS range        [6e+00, 9e+01]
Presolve removed 161 rows and 155 columns
Presolve time: 0.00s
Presolved: 30 rows, 30 columns, 280 nonzeros

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   2.975000e+01   0.000000e+00      0s
      19    1.9966144e+05   0.000000e+00   0.000000e+00      0s

Solved in 19 iterations and 0.01 seconds
Optimal objective  1.996614416e+05

Optimised for communication 4.
Objective value: 199661.44164037856


== FULL ANALYSIS ==
Variable Analysis
    variable  =     x *  coeff |     rc | obj low obj high
Z[U0]  = 227409.4416 *    0.0 |    0.0 | -0.5172  1.7496
Z[U1]  = 246009.1504 *    0.0 |    0.0 | -0.1225   0.196
Z[U2]  = 200468.4416 *    0.0 |    0.0 | -0.8772  1e+100
Z[U3]  = 251438.6257 *    0.0 |    0.0 | -0.1336  0.1294
Z[U4]  = 305536.2011 *    0.0 |    0.0 |  -0.077  0.4182

Constraint Analysis
         constr      rhs |  slack     pi | rhs low rhs high
    n_demand S0  >  18.0 |    0.0 1690.0158 |    18.0    18.0
    n_demand S1  >   7.0 |    0.0 1445.0158 |    -0.0     7.0
    n_demand S2  >  21.0 |    0.0 2401.0158 |    14.0    21.0
    n_demand S3  >  15.0 |    0.0 1982.0 |    15.0    15.0
    n_demand S4  >  17.0 |   -0.0    0.0 | -1e+100    17.0
    n_demand S5  >  10.0 |   -0.0    0.0 | -1e+100    10.0
    n_demand S6  >   6.0 |    0.0 2063.0 |    -0.0     6.0
    n_demand S7  >   8.0 |   -0.0    0.0 | -1e+100     8.0
    n_demand S8  >   7.0 |    0.0 2924.0 |     7.0     7.0
    n_demand S9  >   7.0 |    0.0 1540.0158 |    -0.0     7.0
 U0 s_demand S3  >  29.0 |   -0.0    0.0 | -1e+100    29.0
U0 capacity DC0  <  72.0 |   27.0    0.0 |    45.0  1e+100
U0 capacity DC1  <  76.0 | 22.898    0.0 |  53.102  1e+100
U0 capacity DC2  <  40.0 |  8.102    0.0 |  31.898  1e+100
   U0 northside  <  85.0 |  8.102    0.0 |  76.898  1e+100
 U1 s_demand S7  >  31.0 |    0.0 724.3871 |    31.0    31.0
U1 capacity DC0  <  72.0 |   27.0    0.0 |    45.0  1e+100
U1 capacity DC1  <  76.0 |   22.0    0.0 |    54.0  1e+100
U1 capacity DC2  <  40.0 |    0.0 -183.4396 |    40.0 40.5556
   U1 northside  <  85.0 |    0.0 -291.3375 | 84.4444    85.0
 U2 s_demand S0  >  19.0 |   -0.0    0.0 | -1e+100    19.0
U2 capacity DC0  <  72.0 |   27.0    0.0 |    45.0  1e+100
U2 capacity DC1  <  76.0 | 36.898    0.0 |  39.102  1e+100
U2 capacity DC2  <  40.0 |  7.102    0.0 |  32.898  1e+100
   U2 northside  <  85.0 |  7.102    0.0 |  77.898  1e+100
 U3 s_demand S8  >  30.0 |   -0.0    0.0 | -1e+100    30.0
U3 capacity DC0  <  72.0 |   27.0    0.0 |    45.0  1e+100
U3 capacity DC1  <  76.0 |   22.0    0.0 |    54.0  1e+100
U3 capacity DC2  <  40.0 |    0.0 -312.5604 | 30.3325    40.0
   U3 northside  <  85.0 |    0.0    0.0 |    85.0  1e+100
 U4 s_demand S4  >  18.0 |    0.0 2214.3859 |    18.0    18.0
 U4 s_demand S5  >  54.0 |    0.0 477.2222 |    54.0    54.0
U4 capacity DC0  <  72.0 | 26.4118    0.0 | 45.5882  1e+100
U4 capacity DC1  <  76.0 |    0.0    0.0 |    76.0  1e+100
U4 capacity DC2  <  40.0 | 0.5882    0.0 | 39.4118  1e+100
   U4 northside  <  85.0 |    0.0 -95.6782 |    85.0 85.5882

Store Assignments
store |    DC0    DC1    DC2
   S0 |                  1.0
   S1 |    1.0              
   S2 |    1.0              
   S3 |           1.0       
   S4 | 0.5882        0.4118
   S5 |        0.8386 0.1614
   S6 |           1.0       
   S7 |        0.6477 0.3523
   S8 |        0.6477 0.3523
   S9 |    1.0              
S0 & 0.00% & 0.00% & 100.00% \\
S1 & 100.00% & 0.00% & 0.00% \\
S2 & 100.00% & 0.00% & 0.00% \\
S3 & 0.00% & 100.00% & 0.00% \\
S4 & 58.82% & 0.00% & 41.18% \\
S5 & 0.00% & 83.86% & 16.14% \\
S6 & 0.00% & 100.00% & 0.00% \\
S7 & 0.00% & 64.77% & 35.23% \\
S8 & 0.00% & 64.77% & 35.23% \\
S9 & 100.00% & 0.00% & 0.00% \\

